uid,drinkPrice,drinkImage,drinkName,
274,,d5,Doble,
274,7,d1,Tanqueray,
274,7,d2,Beefeater,
274,7,d3,Brugal,
274,9,d7,Bombay Sapphire,
274,7,d8,Barceló,
274,7,d9,Santa Teresa,
274,7,d10,Cacique,
274,7,d13,J&B,
274,9,d15,Nordés,
274,9,d17,Hendrick's,
275,,d4,Caña,
275,,d5,Doble,
275,7,d1,Tanqueray,
275,7,d2,Beefeater,
275,7,d3,Brugal,
275,9,d7,Bombay Sapphire,
275,7,d8,Barceló,
275,7,d9,Santa Teresa,
275,7,d10,Cacique,
275,7,d13,J&B,
275,9,d15,Nordés,
275,9,d17,Hendrick's,
276,,d4,Caña,
276,,d5,Doble,
276,7,d1,Tanqueray,
276,7,d2,Beefeater,
276,7,d3,Brugal,
276,9,d7,Bombay Sapphire,
276,7,d8,Barceló,
276,7,d9,Santa Teresa,
276,7,d10,Cacique,
276,7,d13,J&B,
276,9,d15,Nordés,
276,9,d17,Hendrick's,
277,,d4,Caña,
277,,d5,Doble,
277,7,d1,Tanqueray,
277,7,d2,Beefeater,
277,7,d3,Brugal,
277,9,d7,Bombay Sapphire,
277,7,d8,Barceló,
277,7,d9,Santa Teresa,
277,7,d10,Cacique,
277,7,d13,J&B,
277,9,d15,Nordés,
277,9,d17,Hendrick's,
278,,d4,Caña,
278,,d5,Doble,
278,7,d1,Tanqueray,
278,7,d2,Beefeater,
278,7,d3,Brugal,
278,9,d7,Bombay Sapphire,
278,7,d8,Barceló,
278,7,d9,Santa Teresa,
278,7,d10,Cacique,
278,7,d13,J&B,
278,9,d15,Nordés,
278,9,d17,Hendrick's,
279,,d4,Caña,
279,,d5,Doble,
279,7,d1,Tanqueray,
279,7,d2,Beefeater,
279,7,d3,Brugal,
279,9,d7,Bombay Sapphire,
279,7,d8,Barceló,
279,7,d9,Santa Teresa,
279,7,d10,Cacique,
279,7,d13,J&B,
279,9,d15,Nordés,
279,9,d17,Hendrick's,
280,-,d4,Caña,
280,-,d5,Doble,
280,8,d1,Tanqueray,
280,8,d2,Beefeater,
280,-,d3,Brugal,
281,-,d4,Caña,
281,-,d5,Doble,
281,8,d1,Tanqueray,
281,8,d2,Beefeater,
281,-,d3,Brugal,
282,-,d4,Caña,
282,-,d5,Doble,
282,8,d1,Tanqueray,
282,8,d2,Beefeater,
282,-,d3,Brugal,
283,-,d4,Caña,
283,-,d5,Doble,
283,8,d1,Tanqueray,
283,8,d2,Beefeater,
283,-,d3,Brugal,
284,-,d4,Caña,
284,-,d5,Doble,
284,8,d1,Tanqueray,
284,8,d2,Beefeater,
284,-,d3,Brugal,
285,-,d4,Caña,
285,-,d5,Doble,
285,8,d1,Tanqueray,
285,8,d2,Beefeater,
285,-,d3,Brugal,
286,-,d4,Caña,
286,-,d5,Doble,
286,8,d1,Tanqueray,
286,8,d2,Beefeater,
286,-,d3,Brugal,
287,-,d4,Caña,
287,-,d5,Doble,
287,8,d1,Tanqueray,
287,8,d2,Beefeater,
287,-,d3,Brugal,
288,-,d4,Caña,
288,-,d5,Doble,
288,8,d1,Tanqueray,
288,8,d2,Beefeater,
288,-,d3,Brugal,
289,-,d4,Caña,
289,-,d5,Doble,
289,8,d1,Tanqueray,
289,8,d2,Beefeater,
289,-,d3,Brugal,
290,2.7,d4,Caña,
290,4.3,d5,Doble,
290,,d1,Tanqueray,
290,,d2,Beefeater,
290,,d3,Brugal,
290,10,d15,Nordés,
290,10,d16,Bulldog,
290,11,d17,Hendrick's,
290,1,d18,Martin Miller's,
290,10,d19,Brockman's,
290,9,d20,Havana Club 7,
291,2.7,d4,Caña,
291,4.3,d5,Doble,
291,,d1,Tanqueray,
291,,d2,Beefeater,
291,,d3,Brugal,
291,10,d15,Nordés,
291,10,d16,Bulldog,
291,11,d17,Hendrick's,
291,1,d18,Martin Miller's,
291,10,d19,Brockman's,
291,9,d20,Havana Club 7,
292,2.7,d4,Caña,
292,4.3,d5,Doble,
292,,d1,Tanqueray,
292,,d2,Beefeater,
292,,d3,Brugal,
292,10,d15,Nordés,
292,10,d16,Bulldog,
292,11,d17,Hendrick's,
292,1,d18,Martin Miller's,
292,10,d19,Brockman's,
292,9,d20,Havana Club 7,
293,2.7,d4,Caña,
293,4.3,d5,Doble,
293,,d1,Tanqueray,
293,,d2,Beefeater,
293,,d3,Brugal,
293,10,d15,Nordés,
293,10,d16,Bulldog,
293,11,d17,Hendrick's,
293,1,d18,Martin Miller's,
293,10,d19,Brockman's,
293,9,d20,Havana Club 7,
294,2.7,d4,Caña,
294,4.3,d5,Doble,
294,,d1,Tanqueray,
294,,d2,Beefeater,
294,,d3,Brugal,
294,10,d15,Nordés,
294,10,d16,Bulldog,
294,11,d17,Hendrick's,
294,1,d18,Martin Miller's,
294,10,d19,Brockman's,
294,9,d20,Havana Club 7,
295,2.7,d4,Caña,
295,4.3,d5,Doble,
295,,d1,Tanqueray,
295,,d2,Beefeater,
295,,d3,Brugal,
295,10,d15,Nordés,
295,10,d16,Bulldog,
295,11,d17,Hendrick's,
295,1,d18,Martin Miller's,
295,10,d19,Brockman's,
295,9,d20,Havana Club 7,
296,2.7,d4,Caña,
296,4.3,d5,Doble,
296,,d1,Tanqueray,
296,,d2,Beefeater,
296,,d3,Brugal,
296,10,d15,Nordés,
296,10,d16,Bulldog,
296,11,d17,Hendrick's,
296,1,d18,Martin Miller's,
296,10,d19,Brockman's,
296,9,d20,Havana Club 7,
297,2.7,d4,Caña,
297,4.3,d5,Doble,
297,,d1,Tanqueray,
297,,d2,Beefeater,
297,,d3,Brugal,
297,10,d15,Nordés,
297,10,d16,Bulldog,
297,11,d17,Hendrick's,
297,1,d18,Martin Miller's,
297,10,d19,Brockman's,
297,9,d20,Havana Club 7,
298,2.7,d4,Caña,
298,4.3,d5,Doble,
298,,d1,Tanqueray,
298,,d2,Beefeater,
298,,d3,Brugal,
298,10,d15,Nordés,
298,10,d16,Bulldog,
298,11,d17,Hendrick's,
298,1,d18,Martin Miller's,
298,10,d19,Brockman's,
298,9,d20,Havana Club 7,
299,2.7,d4,Caña,
299,4.3,d5,Doble,
299,,d1,Tanqueray,
299,,d2,Beefeater,
299,,d3,Brugal,
299,10,d15,Nordés,
299,10,d16,Bulldog,
299,11,d17,Hendrick's,
299,1,d18,Martin Miller's,
299,10,d19,Brockman's,
299,9,d20,Havana Club 7,
300,-,d4,Caña,
300,-,d5,Doble,
300,8,d1,Tanqueray,
300,8,d2,Beefeater,
300,8,d3,Brugal,
300,8,d6,Seagram's,
300,8,d8,Barceló,
300,8,d9,Santa Teresa,
300,9,d18,Martin Miller's,
301,-,d4,Caña,
301,-,d5,Doble,
301,8,d1,Tanqueray,
301,8,d2,Beefeater,
301,8,d3,Brugal,
301,8,d6,Seagram's,
301,8,d8,Barceló,
301,8,d9,Santa Teresa,
301,9,d18,Martin Miller's,
302,-,d4,Caña,
302,-,d5,Doble,
302,8,d1,Tanqueray,
302,8,d2,Beefeater,
302,8,d3,Brugal,
302,8,d6,Seagram's,
302,8,d8,Barceló,
302,8,d9,Santa Teresa,
302,9,d18,Martin Miller's,
303,-,d4,Caña,
303,-,d5,Doble,
303,8,d1,Tanqueray,
303,8,d2,Beefeater,
303,8,d3,Brugal,
303,8,d6,Seagram's,
303,8,d8,Barceló,
303,8,d9,Santa Teresa,
303,9,d18,Martin Miller's,
304,-,d4,Caña,
304,-,d5,Doble,
304,8,d1,Tanqueray,
304,8,d2,Beefeater,
304,8,d3,Brugal,
304,8,d6,Seagram's,
304,8,d8,Barceló,
304,8,d9,Santa Teresa,
304,9,d18,Martin Miller's,
305,-,d4,Caña,
305,-,d5,Doble,
305,8,d1,Tanqueray,
305,8,d2,Beefeater,
305,8,d3,Brugal,
305,8,d6,Seagram's,
305,8,d8,Barceló,
305,8,d9,Santa Teresa,
305,9,d18,Martin Miller's,
306,-,d4,Caña,
306,-,d5,Doble,
306,8,d1,Tanqueray,
306,8,d2,Beefeater,
306,8,d3,Brugal,
306,8,d6,Seagram's,
306,8,d8,Barceló,
306,8,d9,Santa Teresa,
306,9,d18,Martin Miller's,
307,-,d4,Caña,
307,-,d5,Doble,
307,8,d1,Tanqueray,
307,8,d2,Beefeater,
307,8,d3,Brugal,
307,8,d6,Seagram's,
307,8,d8,Barceló,
307,8,d9,Santa Teresa,
307,9,d18,Martin Miller's,
308,-,d4,Caña,
308,-,d5,Doble,
308,8,d1,Tanqueray,
308,8,d2,Beefeater,
308,8,d3,Brugal,
308,8,d6,Seagram's,
308,8,d8,Barceló,
308,8,d9,Santa Teresa,
308,9,d18,Martin Miller's,
309,-,d4,Caña,
309,-,d5,Doble,
309,8,d1,Tanqueray,
309,8,d2,Beefeater,
309,8,d3,Brugal,
309,8,d6,Seagram's,
309,8,d8,Barceló,
309,8,d9,Santa Teresa,
309,9,d18,Martin Miller's,
310,3,d4,Caña,
310,3.5,d5,Doble,
310,8,d1,Tanqueray,
310,8,d2,Beefeater,
310,8,d3,Brugal,
310,8,d8,Barceló,
310,8,d13,J&B,
310,8,d14,Absolut,
310,11,d15,Nordés,
311,3,d4,Caña,
311,3.5,d5,Doble,
311,8,d1,Tanqueray,
311,8,d2,Beefeater,
311,8,d3,Brugal,
311,8,d8,Barceló,
311,8,d13,J&B,
311,8,d14,Absolut,
311,11,d15,Nordés,
312,3,d4,Caña,
312,3.5,d5,Doble,
312,8,d1,Tanqueray,
312,8,d2,Beefeater,
312,8,d3,Brugal,
312,8,d8,Barceló,
312,8,d13,J&B,
312,8,d14,Absolut,
312,11,d15,Nordés,
313,3,d4,Caña,
313,3.5,d5,Doble,
313,8,d1,Tanqueray,
313,8,d2,Beefeater,
313,8,d3,Brugal,
313,8,d8,Barceló,
313,8,d13,J&B,
313,8,d14,Absolut,
313,11,d15,Nordés,
314,3,d4,Caña,
314,3.5,d5,Doble,
314,8,d1,Tanqueray,
314,8,d2,Beefeater,
314,8,d3,Brugal,
314,8,d8,Barceló,
314,8,d13,J&B,
314,8,d14,Absolut,
314,11,d15,Nordés,
315,3,d4,Caña,
315,3.5,d5,Doble,
315,8,d1,Tanqueray,
315,8,d2,Beefeater,
315,8,d3,Brugal,
315,8,d8,Barceló,
315,8,d13,J&B,
315,8,d14,Absolut,
315,11,d15,Nordés,
316,3,d4,Caña,
316,3.5,d5,Doble,
316,8,d1,Tanqueray,
316,8,d2,Beefeater,
316,8,d3,Brugal,
316,8,d8,Barceló,
316,8,d13,J&B,
316,8,d14,Absolut,
316,11,d15,Nordés,
317,3,d4,Caña,
317,3.5,d5,Doble,
317,8,d1,Tanqueray,
317,8,d2,Beefeater,
317,8,d3,Brugal,
317,8,d8,Barceló,
317,8,d13,J&B,
317,8,d14,Absolut,
317,11,d15,Nordés,
318,3,d4,Caña,
318,3.5,d5,Doble,
318,8,d1,Tanqueray,
318,8,d2,Beefeater,
318,8,d3,Brugal,
318,8,d8,Barceló,
318,8,d13,J&B,
318,8,d14,Absolut,
318,11,d15,Nordés,
319,3,d4,Caña,
319,3.5,d5,Doble,
319,8,d1,Tanqueray,
319,8,d2,Beefeater,
319,8,d3,Brugal,
319,8,d8,Barceló,
319,8,d13,J&B,
319,8,d14,Absolut,
319,11,d15,Nordés,
320,,d4,Caña,
320,,d5,Doble,
320,8,d1,Tanqueray,
320,8,d2,Beefeater,
320,8,d3,Brugal,
321,,d4,Caña,
321,,d5,Doble,
321,8,d1,Tanqueray,
321,8,d2,Beefeater,
321,8,d3,Brugal,
322,,d4,Caña,
322,,d5,Doble,
322,8,d1,Tanqueray,
322,8,d2,Beefeater,
322,8,d3,Brugal,
323,,d4,Caña,
323,,d5,Doble,
323,8,d1,Tanqueray,
323,8,d2,Beefeater,
323,8,d3,Brugal,
324,,d4,Caña,
324,,d5,Doble,
324,8,d1,Tanqueray,
324,8,d2,Beefeater,
324,8,d3,Brugal,
325,,d4,Caña,
325,,d5,Doble,
325,8,d1,Tanqueray,
325,8,d2,Beefeater,
325,8,d3,Brugal,
326,,d4,Caña,
326,,d5,Doble,
326,8,d1,Tanqueray,
326,8,d2,Beefeater,
326,8,d3,Brugal,
327,,d4,Caña,
327,,d5,Doble,
327,8,d1,Tanqueray,
327,8,d2,Beefeater,
327,8,d3,Brugal,
328,,d4,Caña,
328,,d5,Doble,
328,8,d1,Tanqueray,
328,8,d2,Beefeater,
328,8,d3,Brugal,
329,,d4,Caña,
329,,d5,Doble,
329,8,d1,Tanqueray,
329,8,d2,Beefeater,
329,8,d3,Brugal,
330,-,d4,Caña,
330,-,d5,Doble,
330,7,d1,Tanqueray,
330,7,d2,Beefeater,
330,7,d3,Brugal,
331,-,d4,Caña,
331,-,d5,Doble,
331,7,d1,Tanqueray,
331,7,d2,Beefeater,
331,7,d3,Brugal,
332,-,d4,Caña,
332,-,d5,Doble,
332,7,d1,Tanqueray,
332,7,d2,Beefeater,
332,7,d3,Brugal,
333,-,d4,Caña,
333,-,d5,Doble,
333,7,d1,Tanqueray,
333,7,d2,Beefeater,
333,7,d3,Brugal,
334,-,d4,Caña,
334,-,d5,Doble,
334,7,d1,Tanqueray,
334,7,d2,Beefeater,
334,7,d3,Brugal,
335,-,d4,Caña,
335,-,d5,Doble,
335,7,d1,Tanqueray,
335,7,d2,Beefeater,
335,7,d3,Brugal,
336,-,d4,Caña,
336,-,d5,Doble,
336,7,d1,Tanqueray,
336,7,d2,Beefeater,
336,7,d3,Brugal,
337,-,d4,Caña,
337,-,d5,Doble,
337,7,d1,Tanqueray,
337,7,d2,Beefeater,
337,7,d3,Brugal,
338,-,d4,Caña,
338,-,d5,Doble,
338,7,d1,Tanqueray,
338,7,d2,Beefeater,
338,7,d3,Brugal,
339,-,d4,Caña,
339,-,d5,Doble,
339,7,d1,Tanqueray,
339,7,d2,Beefeater,
339,7,d3,Brugal,
340,7.5,dd1,Tanqueray,
340,7,dd2,Beefeater,
340,7.5,dd3,Brugal,
340,3,d4,Caña,
340,4,d5,Doble,
340,7.5,d6,Seagram's,
340,8,d7,Bombay Sapphire,
340,7.5,d8,Barceló,
340,7.5,d9,Santa Teresa,
340,7.5,d10,Cacique,
340,7.5,d12,Johnnie Walker Red,
340,7.5,d13,J&B,
340,7.5,d14,Absolut,
340,11,d15,Nordés,
340,11,d16,Bulldog,
340,11,d17,Hendrick's,
340,11,d18,Martin Miller's,
340,12,d19,Brockman's,
340,9,d20,Havana Club 7,
340,11,d21,Johnnie Walker Black,
340,100,d22,Jack Daniel's,
340,12,d23,Grey Goose,
340,12,d24,Belvedere,
340,7.5,d25,Larios,
340,7.5,d27,Dyc,
341,7.5,dd1,Tanqueray,
341,7,dd2,Beefeater,
341,7.5,dd3,Brugal,
341,3,d4,Caña,
341,4,d5,Doble,
341,7.5,d6,Seagram's,
341,8,d7,Bombay Sapphire,
341,7.5,d8,Barceló,
341,7.5,d9,Santa Teresa,
341,7.5,d10,Cacique,
341,7.5,d12,Johnnie Walker Red,
341,7.5,d13,J&B,
341,7.5,d14,Absolut,
341,11,d15,Nordés,
341,11,d16,Bulldog,
341,11,d17,Hendrick's,
341,11,d18,Martin Miller's,
341,12,d19,Brockman's,
341,9,d20,Havana Club 7,
341,11,d21,Johnnie Walker Black,
341,100,d22,Jack Daniel's,
341,12,d23,Grey Goose,
341,12,d24,Belvedere,
341,7.5,d25,Larios,
341,7.5,d27,Dyc,
342,7.5,dd1,Tanqueray,
342,7,dd2,Beefeater,
342,7.5,dd3,Brugal,
342,3,d4,Caña,
342,4,d5,Doble,
342,7.5,d6,Seagram's,
342,8,d7,Bombay Sapphire,
342,7.5,d8,Barceló,
342,7.5,d9,Santa Teresa,
342,7.5,d10,Cacique,
342,7.5,d12,Johnnie Walker Red,
342,7.5,d13,J&B,
342,7.5,d14,Absolut,
342,11,d15,Nordés,
342,11,d16,Bulldog,
342,11,d17,Hendrick's,
342,11,d18,Martin Miller's,
342,12,d19,Brockman's,
342,9,d20,Havana Club 7,
342,11,d21,Johnnie Walker Black,
342,100,d22,Jack Daniel's,
342,12,d23,Grey Goose,
342,12,d24,Belvedere,
342,7.5,d25,Larios,
342,7.5,d27,Dyc,
343,7.5,dd1,Tanqueray,
343,7,dd2,Beefeater,
343,7.5,dd3,Brugal,
343,3,d4,Caña,
343,4,d5,Doble,
343,7.5,d6,Seagram's,
343,8,d7,Bombay Sapphire,
343,7.5,d8,Barceló,
343,7.5,d9,Santa Teresa,
343,7.5,d10,Cacique,
343,7.5,d12,Johnnie Walker Red,
343,7.5,d13,J&B,
343,7.5,d14,Absolut,
343,11,d15,Nordés,
343,11,d16,Bulldog,
343,11,d17,Hendrick's,
343,11,d18,Martin Miller's,
343,12,d19,Brockman's,
343,9,d20,Havana Club 7,
343,11,d21,Johnnie Walker Black,
343,100,d22,Jack Daniel's,
343,12,d23,Grey Goose,
343,12,d24,Belvedere,
343,7.5,d25,Larios,
343,7.5,d27,Dyc,
344,7.5,dd1,Tanqueray,
344,7,dd2,Beefeater,
344,7.5,dd3,Brugal,
344,3,d4,Caña,
344,4,d5,Doble,
344,7.5,d6,Seagram's,
344,8,d7,Bombay Sapphire,
344,7.5,d8,Barceló,
344,7.5,d9,Santa Teresa,
344,7.5,d10,Cacique,
344,7.5,d12,Johnnie Walker Red,
344,7.5,d13,J&B,
344,7.5,d14,Absolut,
344,11,d15,Nordés,
344,11,d16,Bulldog,
344,11,d17,Hendrick's,
344,11,d18,Martin Miller's,
344,12,d19,Brockman's,
344,9,d20,Havana Club 7,
344,11,d21,Johnnie Walker Black,
344,100,d22,Jack Daniel's,
344,12,d23,Grey Goose,
344,12,d24,Belvedere,
344,7.5,d25,Larios,
344,7.5,d27,Dyc,
345,7.5,dd1,Tanqueray,
345,7,dd2,Beefeater,
345,7.5,dd3,Brugal,
345,3,d4,Caña,
345,4,d5,Doble,
345,7.5,d6,Seagram's,
345,8,d7,Bombay Sapphire,
345,7.5,d8,Barceló,
345,7.5,d9,Santa Teresa,
345,7.5,d10,Cacique,
345,7.5,d12,Johnnie Walker Red,
345,7.5,d13,J&B,
345,7.5,d14,Absolut,
345,11,d15,Nordés,
345,11,d16,Bulldog,
345,11,d17,Hendrick's,
345,11,d18,Martin Miller's,
345,12,d19,Brockman's,
345,9,d20,Havana Club 7,
345,11,d21,Johnnie Walker Black,
345,100,d22,Jack Daniel's,
345,12,d23,Grey Goose,
345,12,d24,Belvedere,
345,7.5,d25,Larios,
345,7.5,d27,Dyc,
346,7.5,dd1,Tanqueray,
346,7,dd2,Beefeater,
346,7.5,dd3,Brugal,
346,3,d4,Caña,
346,4,d5,Doble,
346,7.5,d6,Seagram's,
346,8,d7,Bombay Sapphire,
346,7.5,d8,Barceló,
346,7.5,d9,Santa Teresa,
346,7.5,d10,Cacique,
346,7.5,d12,Johnnie Walker Red,
346,7.5,d13,J&B,
346,7.5,d14,Absolut,
346,11,d15,Nordés,
346,11,d16,Bulldog,
346,11,d17,Hendrick's,
346,11,d18,Martin Miller's,
346,12,d19,Brockman's,
346,9,d20,Havana Club 7,
346,11,d21,Johnnie Walker Black,
346,100,d22,Jack Daniel's,
346,12,d23,Grey Goose,
346,12,d24,Belvedere,
346,7.5,d25,Larios,
346,7.5,d27,Dyc,
347,7.5,dd1,Tanqueray,
347,7,dd2,Beefeater,
347,7.5,dd3,Brugal,
347,3,d4,Caña,
347,4,d5,Doble,
347,7.5,d6,Seagram's,
347,8,d7,Bombay Sapphire,
347,7.5,d8,Barceló,
347,7.5,d9,Santa Teresa,
347,7.5,d10,Cacique,
347,7.5,d12,Johnnie Walker Red,
347,7.5,d13,J&B,
347,7.5,d14,Absolut,
347,11,d15,Nordés,
347,11,d16,Bulldog,
347,11,d17,Hendrick's,
347,11,d18,Martin Miller's,
347,12,d19,Brockman's,
347,9,d20,Havana Club 7,
347,11,d21,Johnnie Walker Black,
347,100,d22,Jack Daniel's,
347,12,d23,Grey Goose,
347,12,d24,Belvedere,
347,7.5,d25,Larios,
347,7.5,d27,Dyc,
348,7.5,dd1,Tanqueray,
348,7,dd2,Beefeater,
348,7.5,dd3,Brugal,
348,3,d4,Caña,
348,4,d5,Doble,
348,7.5,d6,Seagram's,
348,8,d7,Bombay Sapphire,
348,7.5,d8,Barceló,
348,7.5,d9,Santa Teresa,
348,7.5,d10,Cacique,
348,7.5,d12,Johnnie Walker Red,
348,7.5,d13,J&B,
348,7.5,d14,Absolut,
348,11,d15,Nordés,
348,11,d16,Bulldog,
348,11,d17,Hendrick's,
348,11,d18,Martin Miller's,
348,12,d19,Brockman's,
348,9,d20,Havana Club 7,
348,11,d21,Johnnie Walker Black,
348,100,d22,Jack Daniel's,
348,12,d23,Grey Goose,
348,12,d24,Belvedere,
348,7.5,d25,Larios,
348,7.5,d27,Dyc,
349,7.5,dd1,Tanqueray,
349,7,dd2,Beefeater,
349,7.5,dd3,Brugal,
349,3,d4,Caña,
349,4,d5,Doble,
349,7.5,d6,Seagram's,
349,8,d7,Bombay Sapphire,
349,7.5,d8,Barceló,
349,7.5,d9,Santa Teresa,
349,7.5,d10,Cacique,
349,7.5,d12,Johnnie Walker Red,
349,7.5,d13,J&B,
349,7.5,d14,Absolut,
349,11,d15,Nordés,
349,11,d16,Bulldog,
349,11,d17,Hendrick's,
349,11,d18,Martin Miller's,
349,12,d19,Brockman's,
349,9,d20,Havana Club 7,
349,11,d21,Johnnie Walker Black,
349,100,d22,Jack Daniel's,
349,12,d23,Grey Goose,
349,12,d24,Belvedere,
349,7.5,d25,Larios,
349,7.5,d27,Dyc,
350,-,d4,Caña,
350,3.5,d5,Doble,
350,9,d1,Tanqueray,
350,9,d2,Beefeater,
350,9,d3,Brugal,
350,9,d6,Seagram's,
350,12,d7,Bombay Sapphire,
350,9,d8,Barceló,
350,9,d9,Santa Teresa,
350,9,d12,Johnnie Walker Red,
350,9,d14,Absolut,
350,12,d15,Nordés,
350,12,d17,Hendrick's,
350,12,d18,Martin Miller's,
350,12,d19,Brockman's,
350,10,d20,Havana Club 7,
350,10,d21,Johnnie Walker Black,
351,-,d4,Caña,
351,3.5,d5,Doble,
351,9,d1,Tanqueray,
351,9,d2,Beefeater,
351,9,d3,Brugal,
351,9,d6,Seagram's,
351,12,d7,Bombay Sapphire,
351,9,d8,Barceló,
351,9,d9,Santa Teresa,
351,9,d12,Johnnie Walker Red,
351,9,d14,Absolut,
351,12,d15,Nordés,
351,12,d17,Hendrick's,
351,12,d18,Martin Miller's,
351,12,d19,Brockman's,
351,10,d20,Havana Club 7,
351,10,d21,Johnnie Walker Black,
352,-,d4,Caña,
352,3.5,d5,Doble,
352,9,d1,Tanqueray,
352,9,d2,Beefeater,
352,9,d3,Brugal,
352,9,d6,Seagram's,
352,12,d7,Bombay Sapphire,
352,9,d8,Barceló,
352,9,d9,Santa Teresa,
352,9,d12,Johnnie Walker Red,
352,9,d14,Absolut,
352,12,d15,Nordés,
352,12,d17,Hendrick's,
352,12,d18,Martin Miller's,
352,12,d19,Brockman's,
352,10,d20,Havana Club 7,
352,10,d21,Johnnie Walker Black,
353,-,d4,Caña,
353,3.5,d5,Doble,
353,9,d1,Tanqueray,
353,9,d2,Beefeater,
353,9,d3,Brugal,
353,9,d6,Seagram's,
353,12,d7,Bombay Sapphire,
353,9,d8,Barceló,
353,9,d9,Santa Teresa,
353,9,d12,Johnnie Walker Red,
353,9,d14,Absolut,
353,12,d15,Nordés,
353,12,d17,Hendrick's,
353,12,d18,Martin Miller's,
353,12,d19,Brockman's,
353,10,d20,Havana Club 7,
353,10,d21,Johnnie Walker Black,
354,-,d4,Caña,
354,3.5,d5,Doble,
354,9,d1,Tanqueray,
354,9,d2,Beefeater,
354,9,d3,Brugal,
354,9,d6,Seagram's,
354,12,d7,Bombay Sapphire,
354,9,d8,Barceló,
354,9,d9,Santa Teresa,
354,9,d12,Johnnie Walker Red,
354,9,d14,Absolut,
354,12,d15,Nordés,
354,12,d17,Hendrick's,
354,12,d18,Martin Miller's,
354,12,d19,Brockman's,
354,10,d20,Havana Club 7,
354,10,d21,Johnnie Walker Black,
355,-,d4,Caña,
355,3.5,d5,Doble,
355,9,d1,Tanqueray,
355,9,d2,Beefeater,
355,9,d3,Brugal,
355,9,d6,Seagram's,
355,12,d7,Bombay Sapphire,
355,9,d8,Barceló,
355,9,d9,Santa Teresa,
355,9,d12,Johnnie Walker Red,
355,9,d14,Absolut,
355,12,d15,Nordés,
355,12,d17,Hendrick's,
355,12,d18,Martin Miller's,
355,12,d19,Brockman's,
355,10,d20,Havana Club 7,
355,10,d21,Johnnie Walker Black,
356,-,d4,Caña,
356,3.5,d5,Doble,
356,9,d1,Tanqueray,
356,9,d2,Beefeater,
356,9,d3,Brugal,
356,9,d6,Seagram's,
356,12,d7,Bombay Sapphire,
356,9,d8,Barceló,
356,9,d9,Santa Teresa,
356,9,d12,Johnnie Walker Red,
356,9,d14,Absolut,
356,12,d15,Nordés,
356,12,d17,Hendrick's,
356,12,d18,Martin Miller's,
356,12,d19,Brockman's,
356,10,d20,Havana Club 7,
356,10,d21,Johnnie Walker Black,
357,-,d4,Caña,
357,3.5,d5,Doble,
357,9,d1,Tanqueray,
357,9,d2,Beefeater,
357,9,d3,Brugal,
357,9,d6,Seagram's,
357,12,d7,Bombay Sapphire,
357,9,d8,Barceló,
357,9,d9,Santa Teresa,
357,9,d12,Johnnie Walker Red,
357,9,d14,Absolut,
357,12,d15,Nordés,
357,12,d17,Hendrick's,
357,12,d18,Martin Miller's,
357,12,d19,Brockman's,
357,10,d20,Havana Club 7,
357,10,d21,Johnnie Walker Black,
358,-,d4,Caña,
358,3.5,d5,Doble,
358,9,d1,Tanqueray,
358,9,d2,Beefeater,
358,9,d3,Brugal,
358,9,d6,Seagram's,
358,12,d7,Bombay Sapphire,
358,9,d8,Barceló,
358,9,d9,Santa Teresa,
358,9,d12,Johnnie Walker Red,
358,9,d14,Absolut,
358,12,d15,Nordés,
358,12,d17,Hendrick's,
358,12,d18,Martin Miller's,
358,12,d19,Brockman's,
358,10,d20,Havana Club 7,
358,10,d21,Johnnie Walker Black,
359,-,d4,Caña,
359,3.5,d5,Doble,
359,9,d1,Tanqueray,
359,9,d2,Beefeater,
359,9,d3,Brugal,
359,9,d6,Seagram's,
359,12,d7,Bombay Sapphire,
359,9,d8,Barceló,
359,9,d9,Santa Teresa,
359,9,d12,Johnnie Walker Red,
359,9,d14,Absolut,
359,12,d15,Nordés,
359,12,d17,Hendrick's,
359,12,d18,Martin Miller's,
359,12,d19,Brockman's,
359,10,d20,Havana Club 7,
359,10,d21,Johnnie Walker Black,
360,-,d4,Caña,
360,3.6,d5,Doble,
360,8,d1,Tanqueray,
360,8,d2,Beefeater,
360,8,d3,Brugal,
360,8,d6,Seagram's,
360,8,d7,Bombay Sapphire,
360,8,d8,Barceló,
360,8,d9,Santa Teresa,
360,8,d10,Cacique,
360,8,d12,Johnnie Walker Red,
360,8,d13,J&B,
360,8,d14,Absolut,
360,12,d15,Nordés,
360,12,d16,Bulldog,
360,12,d17,Hendrick's,
360,12,d18,Martin Miller's,
360,12,d19,Brockman's,
360,10,d20,Havana Club 7,
360,12,d21,Johnnie Walker Black,
360,12,d22,Jack Daniel's,
360,14,d23,Grey Goose,
360,8,d27,Dyc,
361,-,d4,Caña,
361,3.6,d5,Doble,
361,8,d1,Tanqueray,
361,8,d2,Beefeater,
361,8,d3,Brugal,
361,8,d6,Seagram's,
361,8,d7,Bombay Sapphire,
361,8,d8,Barceló,
361,8,d9,Santa Teresa,
361,8,d10,Cacique,
361,8,d12,Johnnie Walker Red,
361,8,d13,J&B,
361,8,d14,Absolut,
361,12,d15,Nordés,
361,12,d16,Bulldog,
361,12,d17,Hendrick's,
361,12,d18,Martin Miller's,
361,12,d19,Brockman's,
361,10,d20,Havana Club 7,
361,12,d21,Johnnie Walker Black,
